unidade;data;texto
5àsec Vila Mascote;01/05/19 16:07;Q2 : Atendimento e qualidade | Q4 : Tudo otimo
5àsec Bela Vista Competition;01/05/19 01:51;"Q2 : Achei bem caro | Q4 : Achei muito caro R$ 36,00 para lavar cada peça , 2 casaquinho pp . Acho que deveriam rever esses valores"
5àsec Colinas Sao Francisco;01/05/19 00:40;Q2 : Qualidade do serviço e cortesia no atendimento
5àsec Portal Do Morumbi;01/05/19 00:30;Q2 : 10
5àsec Nestor Pestana;30/04/19 22:50;Q2 : Ótimo atendimento , excelente serviço ! | Q4 : Esta tudo ok !
5àsec Guarulhos Timoteo Penteado;30/04/19 22:33;Q2 : A lavagem foi bem feita, mas o atendimento foi precário. A funcionária não soube explicar os preços, não registrou corretamente as peças e a entrega demorou mais tempo que o razoável.
5àsec Oscar Freire;30/04/19 22:22;Q2 : Motivo, pois foi a primeira vez que usei os serviços.
5àsec Mergenthaler;30/04/19 22:21;Q2 : Boa qualidade e prazo de entrega muito bom
5àsec Pompeia;30/04/19 21:16;
5àsec Alphaville Bradesco Seguros;30/04/19 21:07;
5àsec Braz Leme;30/04/19 21:06;Q4 : O valor
5àsec Perdizes;30/04/19 21:02;Q2 : Sempre fui muito bem atendida pela empresa | Q4 : Valor individual de cada peça ser mais em conta
5àsec Cambuci;30/04/19 17:45;Q2 : Mandei lavar um casaco que a mancha não foi retirada. Voltei, reclamei e o serviço foi feito novamente. | Q4 : Controle de qualidade,  checagem do serviço prestado para ver se manchas foram retiradas, pois tive q voltar para solicitar nova lavagem do casaco.
5àsec Tremembe;30/04/19 17:03;Q4 : Agilizar atendimento visto q o estacionamento e pequeno e dificil acesso
5àsec Interlagos Autodromo;30/04/19 15:29;
5àsec Shopping Center Norte;30/04/19 14:02;Q2 : Perfeição
5àsec Butantã Shopping;30/04/19 13:58;Q2 : Serviço atrasado e ruim  | Q4 : Organização, cordialidade e prazo correto
5àsec Alphaville Posto Ipiranga;30/04/19 05:39;Q2 : Atendimento.
5àsec Vila Mariana Klabin;30/04/19 02:15;Q2 : Responsabilidade | Q4 : Algumas ofertas
5àsec Tabapua;30/04/19 01:49;
5àsec Carrefour Pirituba;30/04/19 01:23;
5àsec Bela Vista Consolacao;30/04/19 00:40;Q4 : Os preços
5àsec Jardim Marajoara;29/04/19 22:37;
5àsec Interlagos Sonda;29/04/19 22:29;Q2 : Gostei do trabalho deles, porém meu problema não foi resolvido 100%
5àsec Jardim Marajoara 2 Posto Shell;29/04/19 22:19;
5àsec Regente Feijo;29/04/19 22:10;Q2 : Bom atendimento, roupa perfeita!
5àsec Aclimaçao;29/04/19 21:49;Q2 : Aos funcionários da unidade. | Q4 : Nada.
5àsec Alphaville Posto Ipiranga;29/04/19 21:16;Q2 : Rapido e atencioso
5àsec Diogo De Faria;29/04/19 21:15;Q2 : Funcionária prestativa e simpática.
5àsec Shopping Penha;29/04/19 19:51;Q2 : um otimo atendimento e eficacia na limpeza z
5àsec Shopping Boulevard Tatuapé;29/04/19 18:55;Q2 : Bom atendimento. Necessidade atendida.
5àsec Umuarama;29/04/19 18:31;Q2 : edredon voltou todo amassado
5àsec Shopping Iguatemi;29/04/19 18:00;Q2 : Atendimento
5àsec Jardim Aeroporto;29/04/19 17:48;Q2 : O atendimento e o serviço está de parabéns,  estou muito satisfeito com o cuidado com meus ternos | Q4 : O prazo da entrega pode melhorar, mas entendo que a demanda pra semana passada que era mais curta era maior
5àsec Shopping Plaza Sul;29/04/19 17:24;Q2 : Atenção, rapidez e qualidade no serviço. | Q4 : Colocar um sinalizado de que um cliente entrou na loja.
5àsec Berrini;29/04/19 16:53;
5àsec Carrefour Aricanduva;29/04/19 16:45;Q2 :  qualidade no serviço  | Q4 : Sem acréscimo de taxa para entrega em tempo reduzido
5àsec Carrefour Aricanduva;29/04/19 16:18;Q2 : Atendimento rápido.  | Q4 : Na minha opinião nada
5àsec Shopping Penha;29/04/19 16:07;
5àsec Guarulhos Parque Shopping Maia;29/04/19 16:03;
5àsec Alameda Tiete;29/04/19 15:40;Q2 : Somos clientes da empresa desde sua instalação, porém nos dois últimos anos estamos propensos a não usar mais seus serviços. A qualidade caiu muito. | Q4 : É preciso melhorar muito para atingir o grau de satisfação, os serviços já não tem a qualidade de há dois anos, tive problemas repetidos com ternos, principalmente ao serem passados, dois paletós ficara com a gola brilhantes, houve desleixo ao passá-los. Minha mulher tem se queixado continuamente da lavagem de seus vestidos, tendo várias vezes solicitado novo serviço.
5àsec Brooklin;29/04/19 11:52;
5àsec Nestor Pestana;29/04/19 06:26;
5àsec Campo Belo;29/04/19 04:03;Q2 : Vcs trabalham bem | Q4 : Preço e na limpeza das roupas e às vezes na demora p entrega de cobrrtores
5àsec Extra Morumbi;29/04/19 03:41;Q2 : Muito eficiente o serviço  | Q4 : Parcelamento nas dívidas
5àsec Mooca;28/04/19 23:31;Q4 : O serviço foi perfeito.
5àsec Shopping Center Norte;28/04/19 22:11;Q2 : Dois pontos graves! 1- Simplesmente mudaram todos os botões do meu blazer sem me avisar. Pior,  anexar botões reservas na peça sem ao menos me comunicarem. Eu tenho dezenas de fotos utilizando o casaco para provar que aquele não era o botão do momento que deixei o casaco para lavar. 2- demora na entrega! Me deram desculpas e colocaram a culpa no motoboy quando na verdade depois que recebi a peça e verifiquei em casa, a demora e atraso foi apenas por ter acontecido algum problema com os botões. Sério! Muito chateada.... | Q4 : Ser sinceros! Avisar o cliente do acontecido e pedir uma sugestão para solução. Costurarar os botões de qualquer jeito e botões diferentes, tortos! Não é a melhor solução. Se eu soubesse eu mesma teria levado botões extras para consertar. Triste!
5àsec Shopping Eldorado;28/04/19 21:07;Q2 : Muito bom | Q4 : Desconto  em  lote de x  n°s de cada 11ou x camisas  15% ou 20% cada 15 camisas ( dobradas) ou não.
5àsec Jardim Marajoara 2 Posto Shell;28/04/19 20:29;
5àsec Vila Mariana Klabin;28/04/19 19:40;Q2 : Qualidade do serviço e pontualidade  | Q4 : A qualidade e pontualidade estão muito bons, mas o preço ainda é alto
5àsec Cursino;28/04/19 16:44;
5àsec Jardim Marajoara;28/04/19 16:07;Q2 : Atendimento eficiente, entrega antes do previsto e informação por email para retirada.
5àsec Shopping Penha;28/04/19 16:04;Q2 : Ótimo atendimento, e roupa veio muito bem cuidada.
5àsec Vila Guilherme;28/04/19 15:36;Q2 : ótimo atendimento
5àsec Perdizes;28/04/19 07:01;Q2 : Ótimo atendimento
5àsec Avenida Atlantica;28/04/19 03:43;Q4 : O serviço do ínicio ao fim é excelente! Parabéns!
5àsec Pastorinho;28/04/19 02:39;Q4 : Melhor na lavagem preciso fazer com muita^
5àsec Extra Raposo Tavares;28/04/19 02:14;Q2 : Pontualidade, Agilidade, Atendimento. | Q4 : Já estão de parabéns. Manter a equipe, pois são bem preparados.
5àsec Teresina;28/04/19 01:28;Q2 : Excelente atendimento, pontualidade
5àsec Bela Vista Consolacao;27/04/19 23:58;Q2 : Sempre é prestado um serviço de qualidade, os funcionários sempre educados e atenciosos | Q4 : A princípio, tudo perfeito, muito satisfeito.
5àsec Oscar Freire;27/04/19 22:55;Q2 : Atendimento ótimo e solução do meu problema.
5àsec Avenida Atlantica;27/04/19 22:31;
5àsec Mergenthaler;27/04/19 22:28;
5àsec Ministro Rocha Azevedo;27/04/19 20:25;Q2 : Qualidade
5àsec Santa Cruz;27/04/19 20:22;Q4 : o preço ainda é muito elevado.
5àsec Shopping Penha;27/04/19 20:02;Q2 : prazo de entrega e serviço prestado
5àsec Jardim Marajoara 2 Posto Shell;27/04/19 19:26;Q2 : Ótimo atendimento e serviço
5àsec Cambuci;27/04/19 19:13;Q2 : Serviço agil e bem feito | Q4 : Ja esta muito bom.
5àsec Campo Belo;27/04/19 18:12;Q2 : Atendimento e rapidez
5àsec Cambuci;27/04/19 17:19;
5àsec Shopping Plaza Sul;27/04/19 16:29;Q2 : Tratamento impecável, educação, simpatia. As funcionárias são exemplares. | Q4 : Nada.
5àsec Higienopolis;27/04/19 16:18;Q2 : Já sou cliente há vários anos e nunca tive um problema com a 5 a Sec. Sou até amigo do pessoal da loja Angélica. | Q4 : Por enquanto, não há o que melhorar. Está ótimo.
5àsec Pio Xi;27/04/19 16:15;Q2 : Atendimento  | Q4 : Ar condicionado da loja deveria estar funcionando
5àsec Carrefour Vila Maria;27/04/19 16:08;Q2 : A loja faz promoções curtas ... deixei 4 ternos e paguei 156,00 e qdo fui retirar , tinha um banner com uma promoção de 2 ternos por 50,00. Me senti lesado.
5àsec Avenida Atlantica;27/04/19 16:08;Q2 : Ótimo serviço e atendimento
5àsec Shopping Boulevard Tatuapé;27/04/19 16:05;Q2 : O serviço foi bom mas o atendimento nem tanto. | Q4 : A recepcionista não deveria negar sacola plástica para transporte. Ela acabou dando a sacola mas fez cara de poucos amigos mesmo vendo que eu estava devolvendo 2 cabides do serviço anterior. Nem agradeceu.
5àsec Vila Nova Conceição II;27/04/19 16:03;Q2 : Deixei jogos americanos para lavar e engomar. Entregaram faltando 1 produto e sem engomar. Deixei novamente, encontraram o q faltava  mas mais uma vez apesar da reclamação produtos não foram engomados.
5àsec Pio Xi;27/04/19 15:41;
5àsec Shopping Center Norte;27/04/19 04:46;Q2 : Quando sou bem atendida,sempre recomendo  | Q4 : Só acho que os preços de algumas peças kkkk
5àsec Jardim Marajoara 2 Posto Shell;27/04/19 04:29;Q4 : Prazo e pontualidade de entrega
5àsec Mooca;27/04/19 04:18;Q2 : Não cumpriram o combinado. | Q4 : Cumprir com o combinado. Entregando o produto da melhor maneira
5àsec Vitoria Da Conquista;27/04/19 02:27;Q2 : Atendimento e pontualidade | Q4 : O prazo de entrega poderia ser melhorado caso não dependesse do tempo (estava chuvoso), no meu caso específico
5àsec Estados Unidos;27/04/19 01:35;Q2 : Gosto do atendimento e da gentileza da atendente
5àsec Jardim Marajoara;27/04/19 01:22;Q2 : Satisfeita com serviço e atendimento
5àsec Vila Carrão;26/04/19 23:30;Q2 : Utilizo o serviço eventualmente | Q4 : lavagem para retira gordura de tecido e que não foi totalmente retirado mas no geral estou satisfeito pelo fato da mancha do paleto estar nas costas e tambem  está pouco visivel.
5àsec Shopping Boulevard Tatuapé;26/04/19 23:14;Q2 : Falta agilidade no atendimento
5àsec Interlagos Autodromo;26/04/19 22:16;Q2 : Quando cheguei para buscar minha roupa, não estava pronta  | Q4 : Entregar a roupa no horário
5àsec Shopping Iguatemi;26/04/19 21:51;
5àsec Panamby;26/04/19 21:39;Q2 : Atendimento muito bom | Q4 : Diminuir os preços
5àsec Shopping Analia Franco;26/04/19 21:36;
5àsec Shopping Analia Franco;26/04/19 20:30;Q2 : Bom trabalho e pontualidade
5àsec Cambuci;26/04/19 20:09;
5àsec Rua Da Mooca;26/04/19 18:13;Q2 : Entrega e qualidade
5àsec Vila Guilherme;26/04/19 16:40;Q2 : deu tudo certo | Q4 : acho q tudo esta ok
5àsec Loefgreen;26/04/19 16:16;Q2 : Gosto muito do serviço | Q4 : Colocar a barbatana no colarinho
5àsec Guarulhos Parque Shopping Maia;26/04/19 16:16;Q2 : Atendimento rápido e eficiente. Serviço bem feito e preço que considero justo.
5àsec Alameda Santos II;26/04/19 16:15;Q2 : caro | Q4 : melhorar o preco
5àsec Vila Guilherme;26/04/19 16:08;Q2 : Fui atendida muito bem do inicio ao fim, cordialidade, simpatia, atenção, presteza foi o que me surpreendeu no atendimento das moças. Vcs estão de parabéns, hj é raro sermos bem atendidos e não sofrer nenhum pré-conceito. | Q4 : eu levei dois edredons brancos queem size, o de algodão veio com 3 manchas que daria para ser retirada com vanish eu não consigo lavar em casa e levar na lavanderia e ter de volta limpissimo, porém com essas manchas me desagradou. Sei que não poderão usar produtos mais agressivos por norma etc etc etc etc, porém eu autorizaria por escrito e pagaria a mais se fosse o caso de vcs conseguirem aplicar o bendito vanish nele para retirar as marcas amareladas.
5àsec Av. Santa Ines;26/04/19 13:17;Q2 : A calça mandada foi mal lavada... precisou do não aceite do estado que ela estava para que fosse proposto uma nova lavagem e mais de uma semana para contar com a peça  | Q4 : Atenção com o produto...
5àsec Paraiso;26/04/19 02:45;
5àsec Extra Morumbi;26/04/19 01:55;
5àsec Faria Lima;26/04/19 01:05;Q2 : Simpatia | Q4 : Tá ótimo
5àsec Rua Da Mooca;26/04/19 00:06;Q2 : Preço- está ficando meio caro | Q4 : Preço
5àsec Vila Romana;25/04/19 20:45;Q2 : Tudo é sempre perfeito!
5àsec Wal Mart Osasco;25/04/19 19:27;Q2 : Danificou minha roupa  | Q4 : Não danificando a peça já é um bom começo
5àsec Panamby;25/04/19 19:00;
5àsec Conselheiro Moreira;25/04/19 19:00;Q2 : Atendimento sensacional. Pontualidade no horário.
5àsec Vila Carrão;25/04/19 18:34;Q2 : Ótimo atendimento e serviço
5àsec Vila Nova Concei?Ao I;25/04/19 18:18;
5àsec Oscar Freire;25/04/19 16:50;
5àsec Jardim Marajoara;25/04/19 16:29;
5àsec Umuarama;25/04/19 16:22;Q2 : Brincadeiras idiotas  | Q4 : Ter profissionalismo entre funcionários
5àsec Mooca;25/04/19 16:17;"Q2 : Como vocês devem ter ciência, basta conferir meu cadastro, sempre envio meus ternos para vocês. Nunca tive problemas. Todavia, esta última vez, não fiquei contente, pois estavam muito mal passados....as golas estavam e estão, todas ‘sanfonadas' ... parecem amassadas.| Q4 : Corrigindo o erro acima apontado"
5àsec Alfonso Bovero;25/04/19 16:06;Q2 : O atendimento é sempre muito gentil e as lavagens sempre perfeitas.
5àsec Mergenthaler;25/04/19 16:06;Q2 : O Atendimento da Solange, Vanessa e Ana leva as pessoas a voltarem. e também gosto muito quando as roupas são lavadas na Loja Mergenthaler tem um carinho diferente. | Q4 : Se suas Lojas tivessem as funcionárias como Solange, Vanessa e Ana não precisaria melhorar em nada....elas sabem tratar o cliente com carinho e respeito.
5àsec Wal Mart Pacaembu;25/04/19 16:05;Q2 : Serviço bom, mais acho preços altos | Q4 : Acho q um preço um pouco mais baixo, talvez usaria mais os servicos
5àsec Jardim Aeroporto;25/04/19 16:04;Q2 : Ótimo serviço prestado. | Q4 : Nada a declarar.
5àsec Interlagos Autodromo;25/04/19 02:38;Q2 : Preço não é dos melhores.
5àsec Wal Mart Pacaembu;25/04/19 00:05;Q2 : Fácil acesso, local boa m para parar carro. | Q4 : O preço.
5àsec Pedroso Alvarenga;24/04/19 22:01;"Q2 : Mau fala bom dia Precisei de passar um camiseta social 15 reais pra passar na hora Sendo que a passadeira já estava passando roupa o preço é  12 reais  Nunca mais vou la | Q4 : Cumprimentar o cliente quando ele da bom dia"
5àsec Wal Mart Osasco;24/04/19 21:11;Q2 : Ótimo serviço! | Q4 : As condições de armazenamento e espaço nas lojas pois fica pouco espaço para as funcionárias e as peças
5àsec Carrefour Aricanduva;24/04/19 20:50;"Q2 : Atendimento honesto e consciente!  | Q4 : Café?... KKKKKKKKK"
5àsec Carrefour Aricanduva;24/04/19 20:17;
5àsec Alameda Santos II;24/04/19 20:00;Q2 : Bom atendimento, agilidade no serviço, facilidade de localização... | Q4 : preço...
5àsec Vila Nova Conceição II;24/04/19 18:36;Q2 : Me prometeram a roupa pra terça feira e eu tive que ligar pra receber na sexta feira
5àsec Alphaville;24/04/19 18:10;Q2 : Fui muito bem atendido por todos, time muito educado e prestativo. Virei cliente fiel é recomendo a todos que puder! Parabéns pelo trabalho!
5àsec Moema Indios;24/04/19 18:09;Q4 : Preços mais acessíveis | Q2 : Acho os preços dos serviços altos
5àsec Butantã Shopping;24/04/19 17:59;Q2 : Qualidade no serviço  e atendimento | Q4 : As roupas brancas poderiam melhorar
5àsec Alameda Santos II;24/04/19 17:13;Q2 : Ótimo atendimento e prazos sempre cumpridos.
5àsec Penha;24/04/19 17:05;Q2 : O atendimento sempre é cordial e pontual, o serviço é bem feito e o preço é justo.
5àsec Interlagos Autodromo;24/04/19 17:00;Q2 : Bom atendimento e boa qualidade do serviço. | Q4 : Preços acessíveis.
5àsec Alameda Santos II;24/04/19 16:55;Q2 : Atendimento e Cordialidade | Q4 : Colocar Barbatanas nas camisas.
5àsec Extra Raposo Tavares;24/04/19 16:54;Q2 : Qualidade no serviço  | Q4 : Acho que deveria ter menos embalagens de plásticos. O meio ambiente agradece
5àsec Aclimaçao;24/04/19 16:45;Q2 : Ótimo atendimento, e ótimo resultado | Q4 : Nada
5àsec Avenida Atlantica;24/04/19 16:12;Q2 : Atendente sempre é muito atenciosa e simpática ,merece mais que uma nota 10 . Não sei o nome dela mais foi a que recepcionou os meus cobertor. | Q4 : Sem comentários
5àsec Avenida Atlantica;24/04/19 16:10;Q2 : Ótimo atendimento. E serviço de qualidade.
5àsec Extra Morumbi;24/04/19 16:02;
5àsec Carrefour Aricanduva;24/04/19 16:01;Q2 : Gosto muito do atendimento, mas a lavagem está cada vez mais cara, sem nenhuma contrapartida para o cliente.  | Q4 : baixar os preços
5àsec Tatuape;24/04/19 14:52;Q2 : Serviço excelente, no prazo e bom atendimento
5àsec Pedroso Alvarenga;24/04/19 12:46;Q2 : Caro | Q4 : Melhorar os preços pra que possamos usar com maior frequencia
5àsec Shopping Center Norte;24/04/19 04:22;Q2 : Qualidade da lavagem, do atendimento e cumprimento de prazos. | Q4 : Programas de descontos de acordo com a fidelidade do cliente e constante utilização dos serviços. Além de dar um foco maior para a região das axilas nas peças na hora da lavagem, pois é uma região onde os Ternos, Paletós e Camisas ficam com mais sugidade.
5àsec Sumare;24/04/19 03:38;Q2 : A atendente Angelica foi muito solícita e me ajudou com um lavagem de camisa de “urgência”
5àsec Pio Xi;24/04/19 03:13;Q4 : nao perder minha camisa
5àsec Wal Mart Osasco;24/04/19 02:05;
5àsec Ibirapuera;24/04/19 02:02;Q2 : Rapidez
5àsec Colinas Sao Francisco;24/04/19 01:53;
5àsec Aclimaçao;24/04/19 01:18;Q2 : Funcionário Leandro é sempre muito educado e solícito.
5àsec Campinas Sousas;24/04/19 01:13;Q2 : No dia que fui buscar a peça que deixei para lavar tinham entregue para outra pessoa,  conseguiram me entregar após 48 hs | Q4 : Não perder a peça
5àsec Interlagos Sonda;24/04/19 00:24;
5àsec Tremembe;23/04/19 23:41;Q2 : Serviço excelente a um ótimo preço! | Q4 : Estão muito bem! A ideia de doar livros é espetacular!
5àsec Shopping Center Norte;23/04/19 23:34;Q2 : Pela qualidade do serviço prestado
